"年月份市售有機農糧產品及有機農糧加工品品質檢驗結果月報表（農藥殘留）",,,,,,,,,
"序號","抽檢日期","抽檢編號","樣品名稱","農產品經營業者（進口業者）","農產品經營業者（進口業者）地址","有機農產品驗證機構","檢出藥劑","採樣地點","備註"
28,1020910,ORG2060095,"有機冷壓南瓜籽油","進口商：青荷國際有限公司","服務地址：桃園市建國路號樓","bio Inspecta AG",ND,"里仁事業股份有限公司羅東分公司宜蘭縣羅東鎮和平路號樓",
29,1020910,ORG2060096,"有機長壽麵","三風食品工業股份有限公司","臺中市大雅區民富街號",UCS,ND,"里仁事業股份有限公司羅東分公司宜蘭縣羅東鎮和平路號樓",
30,1020910,ORG2060097,"有機鳳梨太陽花","豆之家食品科技股份有限公司","桃園縣蘆竹鄉南崁路二段巷號",TOAF,ND,"里仁事業股份有限公司羅東分公司宜蘭縣羅東鎮和平路號樓",
31,1020910,ORG2060098,"有機綠茶（南非有機野生博士綠茶）","凱蔚國際股份有限公司","新北市新店區中正路四維巷號樓","ECOCERT SA",ND,"統健實業股份有限公司羅東倉前門市宜蘭縣羅東鎮倉前路號樓",
32,1020910,ORG2060101,"有機第一道冷壓橄欖油","青荷國際有限公司","桃園縣桃園市建國路號樓","BIO.INSPECTA AG ",ND,"統健實業股份有限公司羅東倉前門市宜蘭縣羅東鎮倉前路號樓",
33,1020917,ORG2060103,"恬沛有機第一道冷壓橄欖油","滿福實業有限公司","臺中市西屯區文心路三段號樓","CCPB srl",ND,"大環淨有機食品專賣店宜蘭市舊城東路號",
34,1020917,ORG2060106,"有機陽光綜合果汁飲料","東瑞國際有限公司","新北市板橋區民有街號","Austria Bio Garantie Gmbh",ND,"統健實業股份有限公司宜蘭中山門市宜蘭縣宜蘭市中山路二段號",
35,1020917,ORG2060107,"有機長秈白米","花蓮縣富里鄉有機米產銷班第二班","花蓮縣富里鄉富里村公埔路二段號",TOC,ND,"統健實業股份有限公司宜蘭中山門市宜蘭縣宜蘭市中山路二段號",
36,1020925,ORG2060108,"有機龍舌蘭糖蜜","淂盛實業有限公司","臺南市永康區中華路號樓之","BCS Oko-Garantie GmbH",ND,"馬來西亞商科士威有限公司台灣分公司宜蘭神農美妝店宜蘭縣宜蘭市神農路段號",
37,1020925,ORG2060109,"有機野生藍莓果醬","馬來西亞商科士威有限公司台灣分公司","臺中市西區大隆路號樓之",QAI,ND,"馬來西亞商科士威有限公司台灣分公司宜蘭神農美妝店宜蘭縣宜蘭市神農路段號",
38,1020904,ORG2070123,"有機八寶米","菩提有機食品工廠","嘉義縣民雄鄉文隆村鄰鴨母號",TOC,ND,"中壢中美店桃園縣中壢市中美路段號",
39,1020904,ORG2070124,"有機綠茶","觀心農場","臺東縣鹿野鄉永安村高台路巷號號",MOA,ND,"中壢中美店桃園縣中壢市中美路段號",
40,1020904,ORG2070125,"有機轉型期老茶樹紅茶","東邦紅茶股份有限公司","臺北市中山區民生東路段號之",MOA,ND,"中壢中美店桃園縣中壢市中美路段號",
41,1020904,ORG2070126,"有機轉型期手採蜜香紅茶","林立偉（玉露茶園）","宜蘭縣大同鄉松羅村鹿場路號",TOAF,ND,"中壢中美店桃園縣中壢市中美路段號",
42,1020904,ORG2070128,"有機純蔓越莓果汁","簡單生活開發有限公司","新竹縣竹北市成功六街號樓","Quality Certification Services",ND,"中壢中美店桃園縣中壢市中美路段號",
43,1020904,ORG2070129,"有機純石榴汁","簡單生活開發有限公司","新竹縣竹北市成功六街號樓","Quality Certification Services",ND,"中壢中美店桃園縣中壢市中美路段號",
44,1020904,ORG2070130,"有機純檸檬汁","簡單生活開發有限公司","新竹縣竹北市成功六街號樓","Quality Certification Services",ND,"中壢中美店桃園縣中壢市中美路段號",
45,1020911,ORG2070131,"德國有機紅甜菜根汁","苗林食品有限公司","臺北市松江路巷號","BCS Oko-Garantie GmbH",ND,"可利盛商行桃園縣八德市介壽路段號",
46,1020911,ORG2070132,"有機蘋果醋","統一生機開發股份有限公司","桃園縣中壢市工業區定寧路號","Organic Certifiers",ND,"可利盛商行桃園縣八德市介壽路段號",
47,1020911,ORG2070133,"有機草莓果醬","統一生機開發股份有限公司","桃園縣中壢市工業區定寧路號",QAI,ND,"可利盛商行桃園縣八德市介壽路段號",
48,1020911,ORG2070134,"恬沛有機第一道冷壓橄欖油","滿福實業有限公司","臺中市文心路段號","CCPB srl",ND,"可利盛商行桃園縣八德市介壽路段號",
49,1020911,ORG2070135,"有機駱尼原汁","亞積生物科技股份有限公司","臺北市和平東路段號","BCS Oko-Garantie GmbH",ND,"可利盛商行桃園縣八德市介壽路段號",
50,1020911,ORG2070136,"西班牙有機白酒醋","出塵塘有限公司","臺中市河南路段號","Autoridad de Control de ",ND,"可利盛商行桃園縣八德市介壽路段號",
51,1020911,ORG2070137,"義大利有機細麵","一語堂國際貿易有限公司","新北市林口區工九路號","CCPB srl",ND,"可利盛商行桃園縣八德市介壽路段號",
52,1020911,ORG2070138,"美國有機磨菇番茄義大利麵醬","一語堂國際貿易有限公司","新北市林口區工九路號",QAI,ND,"可利盛商行桃園縣八德市介壽路段號",
53,1020911,ORG2070139,"特級有機純橄欖油","宏常有限公司","臺北市長春路號樓","CONSELL CATALA DE LA PRODUCCIO AGRARIA ECOLOGICA",ND,"可利盛商行桃園縣八德市介壽路段號",
54,1020911,ORG2070140,"歌西里莊園有機紅葡萄酒","南聯國際貿易股份有限公司","臺北市信義區忠孝東路四段號樓",ECOCERT,ND,"可利盛商行桃園縣八德市介壽路段號",
55,1020913,ORG2070157,"瑞雀有機純鮮椰油","瑞雀企業有限公司","高雄市楠梓區後昌路號","Global Organic Alliance, Inc.",ND,"蕃薯藤有限公司南崁分公司縣蘆竹鄉南興村中正北路之號",
56,1020925,ORG2070159,"有機草莓果醬","大潤發流通事業股份有限公司","臺北市中山區八德路段號","ECOCERT SAS",ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
57,1020925,ORG2070160,"天廚野苺藍有機藍莓汁","台東興業股份有限公司","臺北市中正區衡陽路號","IMO Institut fur Marktokologie GmbH",ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
58,1020925,ORG2070161,"有機義式蔬菜餃","大潤發流通事業股份有限公司","臺北市中山區八德路段號","ECOCERT SAS",ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
59,1020925,ORG2070162,"有機蘋果醬","大潤發流通事業股份有限公司","臺北市中山區八德路段號","ECOCERT SAS",ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
60,1020925,ORG2070163,"義大利有機冷壓芝麻籽油","大潤發流通事業股份有限公司","臺北市中山區八德路段號","BioAgriCert s.r.l",ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
61,1020925,ORG2070164,"義大利有機三色斜管麵","一語堂國際貿易有限公司","新北市林口區工九路號","CCPB srl",ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
62,1020925,ORG2070165,"有機蔗糖","大潤發流通事業股份有限公司","臺北市中山區八德路段號","ECOCERT SAS",ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
63,1020925,ORG2070166,"有機小松菜","彰化縣溪洲鎮蔬菜產銷班第班","彰化縣溪洲鄉中山路段號",UCS,ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
64,1020925,ORG2070167,"有機黃豆胚芽","彰化縣溪洲鎮蔬菜產銷班第班","彰化縣溪洲鄉中山路段號",UCS,ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
65,1020925,ORG2070168,"有機青江菜","嘉凱有機行銷開發有限公司","雲林縣西螺鎮新安里振安路號",COAA,ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
66,1020925,ORG2070169,"有機珍珠芭樂","彰化縣溪洲鎮蔬菜產銷班第班","彰化縣溪洲鄉中山路段號",UCS,ND,"大潤發流通事業股份有限公司桃園縣八德市介壽路段號",
67,1020930,ORG2080032,"有機黑麥片","擁潔股份有限公司","臺北市西園路段號",UCS,ND,"柑仔店股份有限公司竹北店",
68,1020930,ORG2080033,"有機黃豆","擁潔股份有限公司","臺北市西園路段號",UCS,ND,"柑仔店股份有限公司竹北店",
69,1020930,ORG2080034,"有機德國全麥麵粉（低筋）","擁潔股份有限公司","臺北市西園路段號",UCS,ND,"柑仔店股份有限公司竹北店",
70,1020930,ORG2080035,"有機黑豆","萬里香食品廠","桃園縣大溪鎮中央路號",UCS,ND,"柑仔店股份有限公司竹北店",
71,1020911,ORG2090085,"有機白菜轉型期","陳添益","彰化縣永靖鄉崙子村九分路號",TOPA,ND,"松青商業股份有限公司卓蘭分公司苗栗縣卓蘭鎮昭永路號",
72,1020911,ORG2090087,"有機青仁黑豆","日正食品工業股份有限公司","南投市自強三路號",MOA,ND,"松青商業股份有限公司卓蘭分公司苗栗縣卓蘭鎮昭永路號",
73,1020911,ORG2090097,"有機冷凍玉米塊","民生食品工業股份有限公司","彰化縣北斗鎮中山路二段巷號",TOC,ND,"里仁事業股份有限公司苑裡分公司苗栗縣苑裡鎮新興路號樓",
74,1020917,ORG20110053,"有機玫瑰花瓣醬","傘甘甜點工坊","南投縣竹山鎮延平路號","未標示",ND,"茶生津茶莊（溪頭店）南投縣鹿谷鄉內湖村興產路號",
75,1020914,ORG2150070,"有機茶","棋著有限公司","臺中市南屯區公益路段號",NCKU,ND,"里仁商店臺東市更生路號",
76,1020914,ORG2150071,"有機燕麥麵","鈺統食品股份有限公司","臺北市中山區龍江路巷號",TOC,ND,"里仁商店臺東市更生路號",
77,1020914,ORG2150072,"有機酸高麗菜","聖朝食品股份公司","臺中市神岡路號",TOC,ND,"里仁商店臺東市更生路號",
78,1020914,ORG2150073,"有機合菇","青葉食品工業股份有限公司","臺北市中山區南京東路段號",TOC,ND,"里仁商店臺東市更生路號",
79,1020914,ORG2150074,"有機味噌辣椒醬","美福行","宜蘭市女中路段號",TOC,ND,"里仁商店臺東市更生路號",
80,1020914,ORG2150075,"杏鮑菇（大）有機","蕈優生物科技農場","彰化線埔心鄉員鹿路段號",TOC,ND,"里仁商店臺東市更生路號",
81,1020927,ORG2150076,"有機大枸杞","康寶實業股份有限公司","新北市新店區中正路號樓",TOC,ND,"無毒的家有機生活館臺東市大同路號樓",
82,1020927,ORG2150077,"有機高鈣酵素燕麥奶","元豪食品有限公司","臺中市大仁街號",COAA,ND,"無毒的家有機生活館臺東市大同路號樓",
83,1020926,ORG2160056,"富里有機糙米","花蓮縣富里鄉農會","花蓮縣富里鄉羅山村鄰東湖號",NCKU,ND,"花蓮縣農會無毒優質農特產品展售中心花蓮縣國聯里商校街號",
84,1020926,ORG2160064,"富里有機胚芽白米","花蓮縣富里鄉農會","花蓮縣富里鄉羅山村鄰東湖號",NCKU,ND,"花蓮縣農會無毒優質農特產品展售中心花蓮縣國聯里商校街號",
85,1020926,ORG2160065,"富里有機白米","花蓮縣富里鄉農會","花蓮縣富里鄉羅山村鄰東湖號",NCKU,ND,"花蓮縣農會無毒優質農特產品展售中心花蓮縣國聯里商校街號",
86,1020917,ORG2180002,"鴨間稻自然生態米","泉順食品企業股份有限公司","苗栗縣苑裡鎮溪頭玉田里號",TOAF,ND,"無毒生活家基隆市信義區信二路號號",
87,1020917,ORG2180003,"有機純天然野生藍莓綜合果汁","宏常有限公司","臺北市長春路號樓",SGS,ND,"無毒生活家基隆市信義區信二路號號",
88,1020917,ORG2180005,"有機杏桃乾","養頤實業股份有限公司","臺北市文山區新光路段號","Ecocert canada",ND,"無毒生活家基隆市信義區信二路號號",
89,1020917,ORG2180006,"有機脆梅","清亮生態農場","臺東市志航路段巷號",TOAF,ND,"無毒生活家基隆市信義區信二路號號",
90,1020917,ORG2180007,"有機冷壓初榨芝麻油","佰研生化科技股份有限公司","臺北市南港區園區街號之","OCIA International",ND,"無毒生活家基隆市信義區信二路號號",
91,1020917,ORG2180009,"有機德國酸菜","養頤實業股份有限公司","臺北市文山區新光路段號","OCIA International",ND,"無毒生活家基隆市信義區信二路號號",
92,1020917,ORG2180010,"有機五行刀削麵","展康國際有機（股）公司","臺中市豐原區西勢路號",UCS,"陶斯松","無毒生活家基隆市信義區信二路號號",
93,1020926,ORG2190031,"有機黃豆","青荷國際有限公司","桃園市建國路號",TOC,ND,"聖德科斯天然有機新竹市光華街號",
94,1020926,ORG2190032,"有機黑苺紅石榴果醬","統一生機開發股份有限公司","桃園縣中壢市定寧路號樓",QAI,ND,"聖德科斯天然有機新竹市光華街號",
95,1020926,ORG2190033,"美國有機黑葡萄乾","綠指南貿易有限公司","新北市板橋區信義路巷號樓",FSII,ND,"聖德科斯天然有機新竹市光華街號",
96,1020903,ORG2200031,"有機豆豉醬","喜樂愛之泉有限公司","臺中市北區文祥街號",TOC,ND,"特力屋股份有限公司和樂嘉義分公司嘉義市東區中庄里忠孝路號",
97,1020927,ORG2210001,"有機白米","臺東縣池上鄉農會","臺東縣池上鄉新興村鄰號",MOA,ND,"金門縣農會特產品展售中心金門縣金城鎮北門里民生路號",
98,1020927,ORG2210002,"有機能量糙米粉","愛家食華有限公司","桃園縣平鎮市中豐路段號",UCS,ND,"金門縣農會特產品展售中心金門縣金城鎮北門里民生路號",
99,1020927,ORG2210003,"有機能量黃豆粉","愛家食華有限公司","桃園縣平鎮市中豐路段號",UCS,ND,"金門縣農會特產品展售中心金門縣金城鎮北門里民生路號",
"備註有機農產品依規定農藥殘留為不得檢出，月市售有機農糧產品及有機農糧加工品共抽檢件，其中件檢驗結果不合格。表示未檢出。",,,,,,,,,
